frame,ssim,mse,text,trans
20736,99.81,7.9484133521783e-05,,
20737,99.77,0.00010694228873839893,,
20738,99.74,0.00012428428150678794,,
20739,99.8,0.00011416811905856102,,
20740,99.87,4.76904801130698e-05,,
20741,99.85,6.647763894549124e-05,,
20742,99.84,6.936797107355605e-05,,
20743,99.86,7.659380139371815e-05,,
20744,99.92,3.1793653408713196e-05,,
20745,99.87,4.76904801130698e-05,,
20746,99.9,4.913564617710221e-05,,
20747,99.91,3.468398553677803e-05,,
20748,99.86,7.803896745775058e-05,,
20749,99.89,4.190981585694012e-05,,
20750,99.88,4.6245314049037374e-05,,
20751,99.83,6.936797107355605e-05,,
20752,99.83,6.503247288145881e-05,,
20753,99.8,9.393579416210717e-05,,
20754,99.79,0.00011127778693049619,,
20755,99.85,7.9484133521783e-05,,
20756,99.85,6.069697468936155e-05,,
20757,99.78,9.104546203404234e-05,,
20758,99.78,0.00010549712267436651,,
20759,99.84,9.393579416210717e-05,,
20760,99.81,8.960029597000992e-05,,
20761,99.82,9.249062809807475e-05,,
20762,99.82,8.237446564984782e-05,,
20763,99.83,8.237446564984782e-05,,
20764,99.86,6.358730681742639e-05,,
20765,99.89,4.76904801130698e-05,,
20766,99.91,4.6245314049037374e-05,,
20767,99.88,6.647763894549124e-05,,
20768,99.85,6.503247288145881e-05,,
20769,99.85,8.670996384194507e-05,,
20770,99.78,9.53809602261396e-05,,
20771,99.85,7.370346926565332e-05,,
20772,99.87,4.76904801130698e-05,,
20773,99.89,5.925180862532914e-05,,
20774,99.86,6.214214075339397e-05,,
20775,99.81,9.249062809807475e-05,,
20776,99.84,6.214214075339397e-05,,
20777,99.79,9.827129235420443e-05,,
20778,99.85,5.6361476497264305e-05,,
20779,99.85,8.237446564984782e-05,,
20780,99.87,6.358730681742639e-05,,
20781,99.89,5.347114436919947e-05,,
20782,99.92,4.046464979290771e-05,,
20783,99.92,3.7574317664842866e-05,,
20784,99.89,4.76904801130698e-05,,
20785,99.93,4.3354981920972536e-05,,
20786,99.78,0.0001372907760830797,,
20787,99.81,0.00010549712267436651,,
20788,99.84,6.069697468936155e-05,,
20789,99.85,6.647763894549124e-05,,
20790,99.86,5.780664256129672e-05,,
20791,99.76,8.237446564984782e-05,,
20792,99.81,5.347114436919947e-05,,
20793,99.76,0.00010694228873839893,,
20794,99.88,6.214214075339397e-05,,
20795,99.78,0.00011994878331469068,,
20796,99.77,8.81551299059775e-05,,
20797,99.81,7.370346926565332e-05,,
20798,99.91,5.347114436919947e-05,,
20799,99.9,6.503247288145881e-05,,
20800,99.87,5.347114436919947e-05,,
20801,99.92,3.7574317664842866e-05,,
20802,99.92,3.612915160081045e-05,,
20803,99.89,4.3354981920972536e-05,,
20804,99.92,3.612915160081045e-05,,
20805,99.91,4.480014798500496e-05,,
20806,99.91,4.046464979290771e-05,,
20807,99.92,4.480014798500496e-05,,
20808,99.89,5.780664256129672e-05,,
20809,99.88,6.214214075339397e-05,,
20810,99.83,9.393579416210717e-05,,
20811,99.83,8.526479777791266e-05,,
20812,99.87,5.6361476497264305e-05,,
20813,99.81,0.00010260679054630167,,
20814,99.82,0.00011127778693049619,,
20815,99.82,8.960029597000992e-05,,
20816,99.76,0.00014162627427517695,,
20817,99.9,5.491631043323188e-05,,
20818,99.93,3.901948372887529e-05,,
20819,99.88,5.6361476497264305e-05,,
20820,99.93,3.1793653408713196e-05,,
20821,99.87,6.358730681742639e-05,,
20822,99.87,7.081313713758848e-05,,
20823,99.88,5.347114436919947e-05,,
20824,99.88,6.214214075339397e-05,,
20825,99.86,8.092929958581542e-05,,
20826,99.85,7.22583032016209e-05,,
20827,99.85,7.370346926565332e-05,,
20828,99.75,0.0001358456100190473,,
20829,99.83,7.659380139371815e-05,,
20830,99.81,6.647763894549124e-05,,
20831,99.83,7.370346926565332e-05,,
20832,99.81,6.358730681742639e-05,,
20833,99.79,0.00010116162448226926,,
20834,99.86,5.925180862532914e-05,,
20835,99.91,4.913564617710221e-05,,
20836,99.89,6.069697468936155e-05,,
20837,99.93,3.468398553677803e-05,,
20838,99.93,3.7574317664842866e-05,,
20839,99.9,6.647763894549124e-05,,
20840,99.86,8.670996384194507e-05,,
20841,99.84,8.81551299059775e-05,,
20842,99.88,6.936797107355605e-05,,
20843,99.85,8.092929958581542e-05,,
20844,99.87,6.503247288145881e-05,,
20845,99.83,0.00010549712267436651,,
20846,99.79,9.827129235420443e-05,,
20847,99.84,8.526479777791266e-05,,
20848,99.85,9.104546203404234e-05,,
20849,99.82,8.670996384194507e-05,,
20850,99.78,0.00011705845118662586,,
20851,99.88,5.6361476497264305e-05,,
20852,99.91,2.745815521661594e-05,,
20853,99.92,3.901948372887529e-05,,
20854,99.92,4.190981585694012e-05,,
20855,99.95,2.890332128064836e-05,,
20856,99.94,3.1793653408713196e-05,,
20857,99.91,4.6245314049037374e-05,,
20858,99.84,7.9484133521783e-05,,
20859,99.8,0.00010116162448226926,,
20860,99.76,0.00011127778693049619,,
20861,99.85,6.647763894549124e-05,,
20862,99.58,0.00014740693853130664,,
20863,99.64,0.00016185859917163084,,
20864,99.74,0.0001445166064032418,,
20865,99.8,0.000158968267043566,,
20866,99.9,5.058081224113463e-05,,
20867,99.92,6.358730681742639e-05,,
20868,99.85,0.0001445166064032418,,
20869,99.64,0.0002846977146143863,,
20870,99.85,6.647763894549124e-05,,
20871,99.8,8.092929958581542e-05,,
20872,99.99,1.445166064032418e-06,,
20873,99.98,4.335498192097253e-06,,
20874,99.99,2.890332128064836e-06,,
20875,100.0,1.445166064032418e-06,,
20876,99.99,2.890332128064836e-06,,
20877,100.0,1.445166064032418e-06,,
20878,99.99,4.335498192097253e-06,,
20879,100.0,1.445166064032418e-06,,
20880,99.99,2.890332128064836e-06,,
20881,100.0,1.445166064032418e-06,,
20882,99.99,4.335498192097253e-06,,
20883,99.99,2.890332128064836e-06,,
20884,100.0,1.445166064032418e-06,,
20885,99.99,2.890332128064836e-06,,
20886,99.99,1.445166064032418e-06,,
20887,100.0,1.445166064032418e-06,,
20888,99.99,2.890332128064836e-06,,
20889,99.99,2.890332128064836e-06,,
20890,100.0,1.445166064032418e-06,,
20891,99.99,2.890332128064836e-06,,
20892,99.99,2.890332128064836e-06,,
20893,99.99,2.890332128064836e-06,,
20894,99.99,1.445166064032418e-06,,
20895,99.99,4.335498192097253e-06,,
20896,100.0,1.445166064032418e-06,,
20897,99.99,4.335498192097253e-06,,
20898,99.99,4.335498192097253e-06,,
20899,100.0,1.445166064032418e-06,,
20900,99.99,1.445166064032418e-06,,
20901,99.99,2.890332128064836e-06,,
20902,99.99,1.445166064032418e-06,,
20903,100.0,1.445166064032418e-06,,
20904,99.99,2.890332128064836e-06,,
20905,99.99,2.890332128064836e-06,,
20906,99.99,1.445166064032418e-06,,
20907,100.0,1.445166064032418e-06,,
20908,100.0,1.445166064032418e-06,,
20909,99.99,1.445166064032418e-06,,
20910,99.98,5.780664256129672e-06,,
20911,99.99,4.335498192097253e-06,,
20912,99.99,1.445166064032418e-06,,
20913,99.99,2.890332128064836e-06,,
20914,100.0,1.445166064032418e-06,,
20915,99.99,4.335498192097253e-06,,
20916,99.98,5.780664256129672e-06,,
20917,99.99,4.335498192097253e-06,,
20918,99.99,2.890332128064836e-06,,
20919,99.98,7.22583032016209e-06,,
20920,99.98,7.22583032016209e-06,,
20921,99.99,1.445166064032418e-06,,
20922,99.99,4.335498192097253e-06,,
20923,99.98,5.780664256129672e-06,,
20924,100.0,0.0,,
20925,99.99,2.890332128064836e-06,,
20926,99.93,2.3122657024518687e-05,,
20927,100.0,1.445166064032418e-06,,
20928,100.0,1.445166064032418e-06,,
20929,99.99,1.445166064032418e-06,,
20930,100.0,1.445166064032418e-06,,
20931,99.99,5.780664256129672e-06,,
20932,99.99,4.335498192097253e-06,,
20933,100.0,1.445166064032418e-06,,
20934,99.98,7.22583032016209e-06,,
20935,99.98,8.670996384194507e-06,,
20936,99.99,4.335498192097253e-06,,
20937,100.0,1.445166064032418e-06,,
20938,99.99,1.445166064032418e-06,,
20939,100.0,1.445166064032418e-06,,
20940,100.0,1.445166064032418e-06,,
20941,99.99,1.445166064032418e-06,,
20942,100.0,0.0,,
20943,99.99,2.890332128064836e-06,,
20944,100.0,1.445166064032418e-06,,
20945,100.0,0.0,,
20946,99.99,1.445166064032418e-06,,
20947,99.99,2.890332128064836e-06,,
20948,100.0,1.445166064032418e-06,,
20949,100.0,1.445166064032418e-06,,
20950,99.99,2.890332128064836e-06,,
20951,99.99,4.335498192097253e-06,,
20952,100.0,1.445166064032418e-06,,
20953,99.99,2.890332128064836e-06,,
20954,99.98,5.780664256129672e-06,,
20955,99.99,1.445166064032418e-06,,
20956,99.99,2.890332128064836e-06,,
20957,99.99,4.335498192097253e-06,,
20958,99.99,1.445166064032418e-06,,
20959,99.99,1.445166064032418e-06,,
20960,99.99,1.445166064032418e-06,,
20961,100.0,1.445166064032418e-06,,
20962,100.0,0.0,,
20963,100.0,0.0,,
20964,99.99,1.445166064032418e-06,,
20965,100.0,1.445166064032418e-06,,
20966,99.99,2.890332128064836e-06,,
20967,99.99,4.335498192097253e-06,,
20968,99.99,1.445166064032418e-06,,
20969,100.0,1.445166064032418e-06,,
20970,99.99,2.890332128064836e-06,,
20971,99.99,2.890332128064836e-06,,
20972,100.0,1.445166064032418e-06,,
20973,99.98,4.335498192097253e-06,,
20974,99.99,2.890332128064836e-06,,
20975,99.99,1.445166064032418e-06,,
20976,99.99,1.445166064032418e-06,,
20977,100.0,0.0,,
20978,99.99,2.890332128064836e-06,,
20979,99.99,4.335498192097253e-06,,
20980,99.99,2.890332128064836e-06,,
20981,99.99,1.445166064032418e-06,,
20982,99.99,4.335498192097253e-06,,
20983,100.0,1.445166064032418e-06,,
20984,100.0,1.445166064032418e-06,,
20985,99.99,1.445166064032418e-06,,
20986,99.99,2.890332128064836e-06,,
20987,99.99,2.890332128064836e-06,,
20988,99.99,4.335498192097253e-06,,
20989,99.99,4.335498192097253e-06,,
20990,99.98,7.22583032016209e-06,,
20991,99.98,7.22583032016209e-06,,
20992,99.96,1.1561328512259344e-05,,
20993,99.96,1.445166064032418e-05,,
20994,99.97,8.670996384194507e-06,,
20995,99.97,8.670996384194507e-06,,
20996,99.98,7.22583032016209e-06,,
20997,99.97,1.1561328512259344e-05,,
20998,99.97,1.0116162448226928e-05,,
20999,99.97,8.670996384194507e-06,,
21000,99.97,8.670996384194507e-06,,
21001,99.95,1.445166064032418e-05,,
21002,99.97,8.670996384194507e-06,,
21003,99.97,1.0116162448226928e-05,,
21004,99.96,1.445166064032418e-05,,
21005,99.95,1.7341992768389014e-05,,
21006,99.97,1.1561328512259344e-05,,
21007,99.97,1.0116162448226928e-05,,
21008,99.97,1.0116162448226928e-05,,
21009,99.97,8.670996384194507e-06,,
21010,99.98,7.22583032016209e-06,,
21011,99.99,4.335498192097253e-06,,
21012,99.97,8.670996384194507e-06,,
21013,99.97,1.0116162448226928e-05,,
21014,99.99,2.890332128064836e-06,,
21015,100.0,1.445166064032418e-06,,
21016,100.0,0.0,,
21017,100.0,0.0,,
21018,100.0,0.0,,
21019,99.16,0.00030493003951084015,,
21020,99.94,8.670996384194507e-06,,
21021,99.99,1.445166064032418e-06,,
21022,100.0,0.0,,
21023,99.98,2.890332128064836e-06,,
21024,99.99,1.445166064032418e-06,,
21025,99.99,1.445166064032418e-06,,
21026,99.98,2.890332128064836e-06,,
21027,99.99,1.445166064032418e-06,,
21028,99.98,2.890332128064836e-06,,
21029,99.99,1.445166064032418e-06,,
21030,100.0,0.0,,
21031,99.96,5.780664256129672e-06,,
21032,99.99,1.445166064032418e-06,,
21033,99.99,1.445166064032418e-06,,
21034,99.99,1.445166064032418e-06,,
21035,100.0,1.445166064032418e-06,,
21036,100.0,0.0,,
21037,100.0,0.0,,
21038,100.0,0.0,,
21039,99.99,1.445166064032418e-06,,
21040,100.0,1.445166064032418e-06,,
21041,99.99,1.445166064032418e-06,,
21042,99.99,1.445166064032418e-06,,
21043,99.99,1.445166064032418e-06,,
21044,100.0,0.0,,
21045,100.0,0.0,,
21046,99.98,2.890332128064836e-06,,
21047,99.99,1.445166064032418e-06,,
21048,100.0,0.0,,
21049,99.99,1.445166064032418e-06,,
21050,100.0,0.0,,
21051,100.0,0.0,,
21052,99.99,1.445166064032418e-06,,
21053,99.99,1.445166064032418e-06,,
21054,99.99,1.445166064032418e-06,,
21055,99.99,0.0,,
21056,100.0,0.0,,
21057,100.0,0.0,,
21058,99.99,1.445166064032418e-06,,
21059,99.99,1.445166064032418e-06,,
21060,100.0,0.0,,
21061,99.83,2.4567823088551106e-05,,
21062,100.0,0.0,,
21063,99.99,1.445166064032418e-06,,
21064,100.0,0.0,,
21065,100.0,0.0,,
21066,100.0,0.0,,
21067,100.0,0.0,,
21068,99.99,0.0,,
21069,100.0,0.0,,
21070,99.99,1.445166064032418e-06,,
21071,100.0,0.0,,
21072,100.0,0.0,,
21073,99.99,1.445166064032418e-06,,
21074,100.0,0.0,,
21075,100.0,0.0,,
21076,99.97,1.445166064032418e-06,,
21077,100.0,0.0,,
21078,99.99,0.0,,
21079,100.0,0.0,,
21080,100.0,0.0,,
21081,99.99,0.0,,
21082,99.99,1.445166064032418e-06,,
21083,100.0,0.0,,
21084,100.0,0.0,,
21085,100.0,1.445166064032418e-06,,
21086,99.99,1.445166064032418e-06,,
21087,100.0,0.0,,
21088,100.0,0.0,,
21089,100.0,0.0,,
21090,100.0,0.0,,
21091,99.99,1.445166064032418e-06,,
21092,99.99,1.445166064032418e-06,,
21093,100.0,0.0,,
21094,99.99,0.0,,
21095,100.0,0.0,,
21096,100.0,0.0,,
21097,99.99,0.0,,
21098,100.0,0.0,,
21099,100.0,0.0,,
21100,99.99,0.0,,
21101,100.0,0.0,,
21102,100.0,0.0,,
21103,100.0,0.0,,
21104,100.0,0.0,,
21105,100.0,0.0,,
21106,100.0,0.0,,
21107,100.0,0.0,,
21108,100.0,0.0,,
21109,99.99,1.445166064032418e-06,,
21110,100.0,0.0,,
21111,100.0,0.0,,
21112,100.0,0.0,,
21113,99.99,1.445166064032418e-06,,
21114,100.0,0.0,,
21115,100.0,1.445166064032418e-06,,
21116,99.98,2.890332128064836e-06,,
21117,100.0,0.0,,
21118,100.0,0.0,,
21119,99.99,1.445166064032418e-06,,
21120,100.0,0.0,,
21121,99.99,4.335498192097253e-06,,
21122,99.98,4.335498192097253e-06,,
21123,100.0,0.0,,
21124,100.0,0.0,,
21125,99.99,0.0,,
21126,100.0,0.0,,
21127,99.99,1.445166064032418e-06,,
21128,99.99,1.445166064032418e-06,,
21129,99.34,0.00018787158832421434,,
21130,100.0,1.445166064032418e-06,,
21131,99.99,1.445166064032418e-06,,
21132,100.0,1.445166064032418e-06,,
21133,100.0,1.445166064032418e-06,,
21134,99.97,1.7341992768389014e-05,,
21135,99.97,1.7341992768389014e-05,,
21136,100.0,0.0,,
21137,99.99,1.445166064032418e-06,,
21138,99.99,1.445166064032418e-06,,
21139,99.99,2.890332128064836e-06,,
21140,100.0,0.0,,
21141,100.0,0.0,,
21142,99.99,1.445166064032418e-06,,
21143,100.0,0.0,,
21144,100.0,0.0,,
21145,100.0,0.0,,
21146,100.0,0.0,,
21147,99.99,1.445166064032418e-06,,
21148,99.32,0.00030493003951084015,,
21149,99.69,0.00011416811905856102,,
21150,99.66,0.00010983262086646377,,
21151,99.77,5.780664256129672e-05,,
21152,99.8,6.936797107355605e-05,,
21153,99.79,7.370346926565332e-05,,
21154,99.75,0.00011127778693049619,,
21155,99.76,7.9484133521783e-05,,
21156,99.85,4.913564617710221e-05,,
21157,99.82,6.503247288145881e-05,,
21158,99.83,8.237446564984782e-05,,
21159,99.85,7.22583032016209e-05,,
21160,99.82,8.670996384194507e-05,,
21161,99.76,8.670996384194507e-05,,
21162,99.77,9.53809602261396e-05,,
21163,99.8,6.936797107355605e-05,,
21164,99.83,7.9484133521783e-05,,
21165,99.78,0.00010260679054630167,,
21166,99.85,6.503247288145881e-05,,
21167,99.89,4.6245314049037374e-05,,
21168,99.78,0.00010549712267436651,,
21169,99.59,0.00018931675438824675,,
21170,99.99,2.890332128064836e-06,,
21171,99.98,4.335498192097253e-06,,
21172,99.99,4.335498192097253e-06,,
21173,100.0,0.0,,
21174,100.0,0.0,,
21175,99.99,1.445166064032418e-06,,
21176,99.99,1.445166064032418e-06,,
21177,99.99,1.445166064032418e-06,,
21178,100.0,0.0,,
21179,99.99,0.0,,
21180,99.98,1.445166064032418e-06,,
21181,99.95,5.780664256129672e-06,,
21182,100.0,0.0,,
21183,100.0,0.0,,
21184,100.0,0.0,,
21185,100.0,0.0,,
21186,100.0,0.0,,
21187,100.0,0.0,,
21188,100.0,0.0,,
21189,100.0,0.0,,
21190,100.0,0.0,,
21191,100.0,0.0,,
21192,99.99,0.0,,
21193,100.0,0.0,,
21194,99.48,0.0002774718842942242,,
21195,99.95,2.4567823088551106e-05,,
21196,99.86,5.2025978305167044e-05,,
21197,99.95,2.4567823088551106e-05,,
21198,99.96,1.5896826704356598e-05,,
21199,99.97,1.0116162448226928e-05,,
21200,99.95,2.1677490960486268e-05,,
21201,99.94,2.3122657024518687e-05,,
21202,99.94,3.468398553677803e-05,,
21203,99.92,4.046464979290771e-05,,
21204,99.93,3.7574317664842866e-05,,
21205,99.94,3.1793653408713196e-05,,
21206,99.93,4.6245314049037374e-05,,
21207,99.92,5.058081224113463e-05,,
21208,99.93,4.190981585694012e-05,,
21209,99.92,6.503247288145881e-05,,
21210,99.92,5.6361476497264305e-05,,
21211,99.91,5.2025978305167044e-05,,
21212,99.97,1.8787158832421433e-05,,
21213,99.96,2.1677490960486268e-05,,
21214,99.91,5.491631043323188e-05,,
21215,99.9,5.491631043323188e-05,,
21216,99.91,5.058081224113463e-05,,
21217,99.89,5.6361476497264305e-05,,
21218,99.87,6.792280500952365e-05,,
21219,99.88,6.792280500952365e-05,,
21220,99.89,6.647763894549124e-05,,
21221,99.9,5.925180862532914e-05,,
21222,99.92,5.058081224113463e-05,,
21223,99.91,5.058081224113463e-05,,
21224,99.93,4.190981585694012e-05,,
21225,99.61,0.00021822007566889512,,
21226,100.0,1.445166064032418e-06,,
21227,99.99,2.890332128064836e-06,,
21228,99.99,1.445166064032418e-06,,
21229,99.99,1.445166064032418e-06,,
21230,99.99,1.445166064032418e-06,,
21231,99.99,1.445166064032418e-06,,
21232,99.99,4.335498192097253e-06,,
21233,99.98,8.670996384194507e-06,,
21234,99.99,5.780664256129672e-06,,
21235,99.99,1.445166064032418e-06,,
21236,99.99,1.445166064032418e-06,,
21237,99.99,1.445166064032418e-06,,
21238,99.99,2.890332128064836e-06,,
21239,99.98,5.780664256129672e-06,,
21240,100.0,0.0,,
21241,99.98,2.890332128064836e-06,,
21242,99.98,2.890332128064836e-06,,
21243,99.99,1.445166064032418e-06,,
21244,99.99,2.890332128064836e-06,,
21245,99.98,7.22583032016209e-06,,
21246,99.99,4.335498192097253e-06,,
21247,100.0,0.0,,
21248,99.97,1.8787158832421433e-05,,
21249,99.98,1.7341992768389014e-05,,
21250,99.99,4.335498192097253e-06,,
21251,99.98,7.22583032016209e-06,,
21252,99.99,4.335498192097253e-06,,
21253,99.99,2.890332128064836e-06,,
21254,99.99,2.890332128064836e-06,,
21255,100.0,1.445166064032418e-06,,
21256,99.99,2.890332128064836e-06,,
21257,99.99,4.335498192097253e-06,,
21258,99.99,4.335498192097253e-06,,
21259,100.0,0.0,,
21260,99.99,1.445166064032418e-06,,
21261,100.0,1.445166064032418e-06,,
21262,99.99,1.445166064032418e-06,,
21263,99.98,5.780664256129672e-06,,
21264,99.99,5.780664256129672e-06,,
21265,100.0,0.0,,
21266,99.99,2.890332128064836e-06,,
21267,99.99,2.890332128064836e-06,,
21268,99.98,1.5896826704356598e-05,,
21269,99.97,1.8787158832421433e-05,,
21270,99.99,2.890332128064836e-06,,
21271,99.99,2.890332128064836e-06,,
21272,99.98,2.890332128064836e-06,,
21273,99.99,1.445166064032418e-06,,
21274,99.99,1.445166064032418e-06,,
21275,99.99,2.890332128064836e-06,,
21276,99.98,5.780664256129672e-06,,
21277,99.56,0.00020087808290050608,,
21278,99.97,1.5896826704356598e-05,,
21279,99.96,1.5896826704356598e-05,,
21280,99.98,7.22583032016209e-06,,
21281,99.98,8.670996384194507e-06,,
21282,99.98,1.0116162448226928e-05,,
21283,99.99,4.335498192097253e-06,,
21284,99.98,8.670996384194507e-06,,
21285,99.96,1.8787158832421433e-05,,
21286,99.98,8.670996384194507e-06,,
21287,99.96,2.745815521661594e-05,,
21288,99.95,3.323881947274562e-05,,
21289,99.98,5.780664256129672e-06,,
21290,99.98,7.22583032016209e-06,,
21291,99.98,7.22583032016209e-06,,
21292,99.99,4.335498192097253e-06,,
21293,99.98,7.22583032016209e-06,,
21294,99.97,1.1561328512259344e-05,,
21295,99.99,2.890332128064836e-06,,
21296,99.96,1.7341992768389014e-05,,
21297,99.94,4.190981585694012e-05,,
21298,99.96,2.0232324896453855e-05,,
21299,99.98,1.3006494576291761e-05,,
21300,99.97,1.445166064032418e-05,,
21301,99.95,1.7341992768389014e-05,,
21302,99.95,2.0232324896453855e-05,,
21303,22.28,0.737923469785913,天煞灵猴改装成这样,That's the way it's supposed to be.
21304,98.01,0.0049684809281434535,天煞灵猴改装成这样,That's the way it's supposed to be.
21305,99.96,2.3122657024518687e-05,天煞灵猴改装成这样,That's the way it's supposed to be.
21306,99.96,0.00010838745480243134,天煞灵猴改装成这样,That's the way it's supposed to be.
21307,99.78,0.0015405470242585576,天煞灵猴改装成这样,That's the way it's supposed to be.
21308,99.82,0.0012283911544275553,天煞灵猴改装成这样,That's the way it's supposed to be.
21309,99.9,0.00036418184813616936,天煞灵猴改装成这样,That's the way it's supposed to be.
21310,99.89,0.0004884661296429573,天煞灵猴改装成这样,That's the way it's supposed to be.
21311,99.78,0.0009639257647096228,天煞灵猴改装成这样,That's the way it's supposed to be.
21312,99.86,0.0006720022197750744,天煞灵猴改装成这样,That's the way it's supposed to be.
21313,99.95,0.00020376841502857092,天煞灵猴改装成这样,That's the way it's supposed to be.
21314,99.96,0.00013440044395501488,天煞灵猴改装成这样,That's the way it's supposed to be.
21315,99.98,7.22583032016209e-05,天煞灵猴改装成这样,That's the way it's supposed to be.
21316,99.98,3.7574317664842866e-05,天煞灵猴改装成这样,That's the way it's supposed to be.
21317,99.95,6.214214075339397e-05,天煞灵猴改装成这样,That's the way it's supposed to be.
21318,99.97,4.480014798500496e-05,天煞灵猴改装成这样,That's the way it's supposed to be.
21319,99.97,0.00010405195661033409,天煞灵猴改装成这样,That's the way it's supposed to be.
21320,99.99,1.7341992768389014e-05,天煞灵猴改装成这样,That's the way it's supposed to be.
21321,99.98,1.8787158832421433e-05,天煞灵猴改装成这样,That's the way it's supposed to be.
21322,99.99,1.3006494576291761e-05,天煞灵猴改装成这样,That's the way it's supposed to be.
21323,99.98,5.925180862532914e-05,天煞灵猴改装成这样,That's the way it's supposed to be.
21324,100.0,1.445166064032418e-05,天煞灵猴改装成这样,That's the way it's supposed to be.
21325,99.97,2.4567823088551106e-05,天煞灵猴改装成这样,That's the way it's supposed to be.
21326,99.99,7.22583032016209e-06,天煞灵猴改装成这样,That's the way it's supposed to be.
21327,99.99,5.780664256129672e-06,天煞灵猴改装成这样,That's the way it's supposed to be.
21328,99.99,5.780664256129672e-06,天煞灵猴改装成这样,That's the way it's supposed to be.
21329,99.97,2.890332128064836e-05,天煞灵猴改装成这样,That's the way it's supposed to be.
21330,99.94,7.9484133521783e-05,天煞灵猴改装成这样,That's the way it's supposed to be.
21331,98.42,0.003563779513903943,天煞灵猴改装成这样,That's the way it's supposed to be.
21332,99.99,3.468398553677803e-05,天煞灵猴改装成这样,That's the way it's supposed to be.
21333,99.99,8.670996384194507e-06,天煞灵猴改装成这样,That's the way it's supposed to be.
21334,99.99,4.335498192097253e-06,天煞灵猴改装成这样,That's the way it's supposed to be.
21335,99.98,1.3006494576291761e-05,天煞灵猴改装成这样,That's the way it's supposed to be.
21336,99.98,1.0116162448226928e-05,天煞灵猴改装成这样,That's the way it's supposed to be.
21337,99.91,1.8787158832421433e-05,天煞灵猴改装成这样,That's the way it's supposed to be.
21338,99.91,3.468398553677803e-05,天煞灵猴改装成这样,That's the way it's supposed to be.
21339,99.97,2.0232324896453855e-05,天煞灵猴改装成这样,That's the way it's supposed to be.
21340,99.92,4.3354981920972536e-05,天煞灵猴改装成这样,That's the way it's supposed to be.
21341,99.96,3.1793653408713196e-05,天煞灵猴改装成这样,That's the way it's supposed to be.
21342,99.93,3.1793653408713196e-05,天煞灵猴改装成这样,That's the way it's supposed to be.
21343,99.96,2.3122657024518687e-05,天煞灵猴改装成这样,That's the way it's supposed to be.
21344,99.95,2.3122657024518687e-05,天煞灵猴改装成这样,That's the way it's supposed to be.
21345,99.97,2.0232324896453855e-05,天煞灵猴改装成这样,That's the way it's supposed to be.
21346,99.98,1.1561328512259344e-05,天煞灵猴改装成这样,That's the way it's supposed to be.
21347,99.99,1.0116162448226928e-05,天煞灵猴改装成这样,That's the way it's supposed to be.
21348,99.98,1.3006494576291761e-05,天煞灵猴改装成这样,That's the way it's supposed to be.
21349,99.99,1.1561328512259344e-05,天煞灵猴改装成这样,That's the way it's supposed to be.
21350,99.99,7.22583032016209e-06,天煞灵猴改装成这样,That's the way it's supposed to be.
21351,99.98,1.3006494576291761e-05,天煞灵猴改装成这样,That's the way it's supposed to be.
21352,99.98,1.445166064032418e-05,天煞灵猴改装成这样,That's the way it's supposed to be.
21353,99.97,2.1677490960486268e-05,天煞灵猴改装成这样,That's the way it's supposed to be.
21354,99.95,3.901948372887529e-05,天煞灵猴改装成这样,That's the way it's supposed to be.
21355,98.94,0.003309430286634237,天煞灵猴改装成这样,That's the way it's supposed to be.
21356,22.13,0.7543940274176906,,
21357,99.96,1.445166064032418e-05,,
21358,99.96,1.445166064032418e-05,,
21359,27.69,0.7241842760151569,你真不窖臊,You don't have to be ashamed of yourself.
21360,99.0,0.002640318398987228,你真不窖臊,You don't have to be ashamed of yourself.
21361,99.54,0.0010043904145025306,你真不窖臊,You don't have to be ashamed of yourself.
21362,99.57,0.0010780938837681839,你真不窖臊,You don't have to be ashamed of yourself.
21363,99.96,5.491631043323188e-05,你真不窖臊,You don't have to be ashamed of yourself.
21364,99.95,5.925180862532914e-05,你真不窖臊,You don't have to be ashamed of yourself.
21365,99.99,7.22583032016209e-06,你真不窖臊,You don't have to be ashamed of yourself.
21366,99.99,5.780664256129672e-06,你真不窖臊,You don't have to be ashamed of yourself.
21367,99.98,1.1561328512259344e-05,你真不窖臊,You don't have to be ashamed of yourself.
21368,99.99,8.670996384194507e-06,你真不窖臊,You don't have to be ashamed of yourself.
21369,99.96,3.0348487344680776e-05,你真不窖臊,You don't have to be ashamed of yourself.
21370,99.99,4.335498192097253e-06,你真不窖臊,You don't have to be ashamed of yourself.
21371,99.98,1.445166064032418e-05,你真不窖臊,You don't have to be ashamed of yourself.
21372,99.99,1.5896826704356598e-05,你真不窖臊,You don't have to be ashamed of yourself.
21373,99.99,1.3006494576291761e-05,你真不窖臊,You don't have to be ashamed of yourself.
21374,99.98,1.5896826704356598e-05,你真不窖臊,You don't have to be ashamed of yourself.
21375,99.99,1.1561328512259344e-05,你真不窖臊,You don't have to be ashamed of yourself.
21376,99.9,0.0002745815521661594,你真不窖臊,You don't have to be ashamed of yourself.
21377,99.92,0.0002500137290776083,你真不窖臊,You don't have to be ashamed of yourself.
21378,99.88,0.0004118723282492391,你真不窖臊,You don't have to be ashamed of yourself.
21379,26.07,0.7329174145401048,,
21380,99.98,7.22583032016209e-06,,
21381,99.99,4.335498192097253e-06,,
21382,99.99,5.780664256129672e-06,,
