frame,ssim,mse,text,trans
3641,99.92,4.335498192097253e-06,这里原本是个平静的地方,This was supposed to be a quiet place.
3642,100.0,0.0,这里原本是个平静的地方,This was supposed to be a quiet place.
3643,99.98,1.445166064032418e-06,这里原本是个平静的地方,This was supposed to be a quiet place.
3644,99.97,2.890332128064836e-06,这里原本是个平静的地方,This was supposed to be a quiet place.
3645,100.0,0.0,这里原本是个平静的地方,This was supposed to be a quiet place.
3646,98.72,0.002164858763920562,这里原本是个平静的地方,This was supposed to be a quiet place.
3647,99.99,1.445166064032418e-06,这里原本是个平静的地方,This was supposed to be a quiet place.
3648,99.97,8.670996384194507e-06,这里原本是个平静的地方,This was supposed to be a quiet place.
3649,99.99,1.445166064032418e-06,这里原本是个平静的地方,This was supposed to be a quiet place.
3650,99.95,2.890332128064836e-06,这里原本是个平静的地方,This was supposed to be a quiet place.
3651,99.96,5.780664256129672e-06,这里原本是个平静的地方,This was supposed to be a quiet place.
3652,99.96,2.890332128064836e-06,这里原本是个平静的地方,This was supposed to be a quiet place.
3653,99.99,1.445166064032418e-06,这里原本是个平静的地方,This was supposed to be a quiet place.
3654,99.94,8.670996384194507e-06,这里原本是个平静的地方,This was supposed to be a quiet place.
3655,99.98,2.890332128064836e-06,这里原本是个平静的地方,This was supposed to be a quiet place.
3656,99.99,2.890332128064836e-06,这里原本是个平静的地方,This was supposed to be a quiet place.
3657,99.97,2.890332128064836e-06,这里原本是个平静的地方,This was supposed to be a quiet place.
3658,99.98,2.890332128064836e-06,这里原本是个平静的地方,This was supposed to be a quiet place.
3659,99.97,7.22583032016209e-06,这里原本是个平静的地方,This was supposed to be a quiet place.
3660,99.76,2.4567823088551106e-05,这里原本是个平静的地方,This was supposed to be a quiet place.
3661,99.91,1.1561328512259344e-05,这里原本是个平静的地方,This was supposed to be a quiet place.
3662,99.98,4.335498192097253e-06,这里原本是个平静的地方,This was supposed to be a quiet place.
3663,99.9,7.22583032016209e-06,这里原本是个平静的地方,This was supposed to be a quiet place.
3664,99.96,2.890332128064836e-06,这里原本是个平静的地方,This was supposed to be a quiet place.
3665,99.92,5.780664256129672e-06,这里原本是个平静的地方,This was supposed to be a quiet place.
3666,99.96,7.22583032016209e-06,这里原本是个平静的地方,This was supposed to be a quiet place.
3667,99.94,5.780664256129672e-06,这里原本是个平静的地方,This was supposed to be a quiet place.
3668,99.94,2.890332128064836e-06,这里原本是个平静的地方,This was supposed to be a quiet place.
3669,99.93,4.335498192097253e-06,这里原本是个平静的地方,This was supposed to be a quiet place.
3670,99.83,7.22583032016209e-06,这里原本是个平静的地方,This was supposed to be a quiet place.
3671,99.93,4.335498192097253e-06,这里原本是个平静的地方,This was supposed to be a quiet place.
3672,99.91,8.670996384194507e-06,这里原本是个平静的地方,This was supposed to be a quiet place.
3673,99.9,5.780664256129672e-06,这里原本是个平静的地方,This was supposed to be a quiet place.
3674,99.99,1.445166064032418e-06,这里原本是个平静的地方,This was supposed to be a quiet place.
3675,99.94,5.780664256129672e-06,这里原本是个平静的地方,This was supposed to be a quiet place.
3676,99.93,4.335498192097253e-06,这里原本是个平静的地方,This was supposed to be a quiet place.
3677,99.97,5.780664256129672e-06,这里原本是个平静的地方,This was supposed to be a quiet place.
3678,99.93,5.780664256129672e-06,这里原本是个平静的地方,This was supposed to be a quiet place.
3679,99.94,2.890332128064836e-06,这里原本是个平静的地方,This was supposed to be a quiet place.
3680,99.99,2.890332128064836e-06,这里原本是个平静的地方,This was supposed to be a quiet place.
3681,99.95,4.335498192097253e-06,这里原本是个平静的地方,This was supposed to be a quiet place.
3682,99.96,4.335498192097253e-06,这里原本是个平静的地方,This was supposed to be a quiet place.
3683,99.93,2.3122657024518687e-05,这里原本是个平静的地方,This was supposed to be a quiet place.
3684,99.91,1.1561328512259344e-05,这里原本是个平静的地方,This was supposed to be a quiet place.
3685,99.97,1.445166064032418e-06,这里原本是个平静的地方,This was supposed to be a quiet place.
3686,99.96,1.445166064032418e-06,这里原本是个平静的地方,This was supposed to be a quiet place.
3687,99.98,1.445166064032418e-06,这里原本是个平静的地方,This was supposed to be a quiet place.
3688,99.99,0.0,这里原本是个平静的地方,This was supposed to be a quiet place.
3689,98.68,0.005402030747353179,这里原本是个平静的地方,This was supposed to be a quiet place.
3690,23.55,0.804788413236565,,
3691,98.28,2.890332128064836e-05,,
3692,98.68,2.6012989152583522e-05,,
3693,98.82,2.0232324896453855e-05,,
3694,98.45,2.6012989152583522e-05,,
3695,98.96,2.1677490960486268e-05,,
3696,99.59,8.670996384194507e-06,,
3697,99.5,1.0116162448226928e-05,,
3698,99.45,1.3006494576291761e-05,,
3699,99.88,4.335498192097253e-06,,
3700,99.78,5.780664256129672e-06,,
3701,99.51,1.3006494576291761e-05,,
3702,99.9,4.335498192097253e-06,,
3703,99.86,4.335498192097253e-06,,
3704,99.7,8.670996384194507e-06,,
3705,99.86,2.890332128064836e-06,,
3706,99.0,2.0232324896453855e-05,,
3707,98.94,2.1677490960486268e-05,,
3708,99.54,1.0116162448226928e-05,,
3709,99.19,1.7341992768389014e-05,,
3710,99.68,1.0116162448226928e-05,,
3711,99.65,1.0116162448226928e-05,,
3712,99.59,1.0116162448226928e-05,,
3713,99.89,4.335498192097253e-06,,
3714,99.67,8.670996384194507e-06,,
3715,99.79,5.780664256129672e-06,,
3716,99.76,8.670996384194507e-06,,
3717,99.72,7.22583032016209e-06,,
3718,99.35,1.5896826704356598e-05,,
3719,99.63,1.0116162448226928e-05,,
3720,98.19,3.1793653408713196e-05,,
3721,98.27,3.323881947274562e-05,,
3722,99.5,1.3006494576291761e-05,,
3723,99.8,7.22583032016209e-06,,
3724,99.65,1.445166064032418e-05,,
3725,99.61,1.5896826704356598e-05,,
3726,99.74,1.0116162448226928e-05,,
3727,99.61,1.1561328512259344e-05,,
3728,99.73,8.670996384194507e-06,,
3729,99.89,5.780664256129672e-06,,
3730,98.59,2.745815521661594e-05,,
3731,99.36,1.7341992768389014e-05,,
3732,98.84,2.4567823088551106e-05,,
3733,99.46,1.8787158832421433e-05,,
3734,99.3,1.8787158832421433e-05,,
3735,99.57,1.1561328512259344e-05,,
3736,98.8,2.3122657024518687e-05,,
3737,99.13,2.0232324896453855e-05,,
3738,99.36,1.7341992768389014e-05,,
3739,97.4,4.3354981920972536e-05,,
3740,99.55,1.1561328512259344e-05,,
3741,99.43,1.1561328512259344e-05,,
3742,98.56,2.6012989152583522e-05,,
3743,99.19,1.5896826704356598e-05,,
3744,99.38,1.3006494576291761e-05,,
3745,99.28,1.445166064032418e-05,,
3746,99.37,1.445166064032418e-05,,
3747,99.28,1.445166064032418e-05,,
3748,98.49,2.745815521661594e-05,,
3749,25.3,0.7265977033420911,但不知从何时起,But I don't know when.
3750,99.07,0.002287697879363318,但不知从何时起,But I don't know when.
3751,99.2,0.002212549244033632,但不知从何时起,But I don't know when.
3752,99.94,1.5896826704356598e-05,但不知从何时起,But I don't know when.
3753,99.98,1.7341992768389014e-05,但不知从何时起,But I don't know when.
3754,99.98,1.7341992768389014e-05,但不知从何时起,But I don't know when.
3755,99.98,1.1561328512259344e-05,但不知从何时起,But I don't know when.
3756,99.99,2.745815521661594e-05,但不知从何时起,But I don't know when.
3757,99.99,2.6012989152583522e-05,但不知从何时起,But I don't know when.
3758,99.98,2.6012989152583522e-05,但不知从何时起,But I don't know when.
3759,99.99,2.6012989152583522e-05,但不知从何时起,But I don't know when.
3760,99.97,1.8787158832421433e-05,但不知从何时起,But I don't know when.
3761,99.97,2.890332128064836e-05,但不知从何时起,But I don't know when.
3762,99.99,1.0116162448226928e-05,但不知从何时起,But I don't know when.
3763,99.99,1.0116162448226928e-05,但不知从何时起,But I don't know when.
3764,99.99,5.780664256129672e-06,但不知从何时起,But I don't know when.
3765,99.99,5.780664256129672e-06,但不知从何时起,But I don't know when.
3766,99.96,2.0232324896453855e-05,但不知从何时起,But I don't know when.
3767,99.97,2.1677490960486268e-05,但不知从何时起,But I don't know when.
3768,100.0,8.670996384194507e-06,但不知从何时起,But I don't know when.
3769,99.99,1.0116162448226928e-05,但不知从何时起,But I don't know when.
3770,99.99,1.1561328512259344e-05,但不知从何时起,But I don't know when.
3771,99.99,1.445166064032418e-05,但不知从何时起,But I don't know when.
3772,99.98,8.670996384194507e-06,但不知从何时起,But I don't know when.
3773,99.99,8.670996384194507e-06,但不知从何时起,But I don't know when.
3774,99.98,5.780664256129672e-06,但不知从何时起,But I don't know when.
3775,99.99,4.335498192097253e-06,但不知从何时起,But I don't know when.
3776,99.99,5.780664256129672e-06,但不知从何时起,But I don't know when.
3777,99.99,5.780664256129672e-06,但不知从何时起,But I don't know when.
3778,99.98,2.6012989152583522e-05,但不知从何时起,But I don't know when.
3779,99.99,2.6012989152583522e-05,但不知从何时起,But I don't know when.
3780,99.99,4.335498192097253e-06,但不知从何时起,But I don't know when.
3781,98.89,0.0015448825224506548,但不知从何时起,But I don't know when.
3782,99.99,7.22583032016209e-06,但不知从何时起,But I don't know when.
3783,99.98,7.22583032016209e-06,但不知从何时起,But I don't know when.
3784,99.98,2.745815521661594e-05,但不知从何时起,But I don't know when.
3785,99.97,2.890332128064836e-05,但不知从何时起,But I don't know when.
3786,99.99,5.780664256129672e-06,但不知从何时起,But I don't know when.
3787,100.0,2.890332128064836e-06,但不知从何时起,But I don't know when.
3788,98.6,0.005524869862795934,但不知从何时起,But I don't know when.
3789,24.66,0.7364219422453835,,
3790,98.32,2.745815521661594e-05,,
3791,99.23,1.445166064032418e-05,,
3792,99.8,5.780664256129672e-06,,
3793,97.85,3.323881947274562e-05,,
3794,99.32,1.445166064032418e-05,,
3795,99.09,1.7341992768389014e-05,,
3796,97.48,4.3354981920972536e-05,,
3797,98.99,2.1677490960486268e-05,,
3798,99.13,1.8787158832421433e-05,,
3799,98.19,3.0348487344680776e-05,,
3800,98.75,2.3122657024518687e-05,,
3801,99.03,2.0232324896453855e-05,,
3802,98.82,2.1677490960486268e-05,,
3803,99.3,1.445166064032418e-05,,
3804,99.14,2.0232324896453855e-05,,
3805,98.23,3.1793653408713196e-05,,
3806,99.29,1.445166064032418e-05,,
3807,98.98,2.3122657024518687e-05,,
3808,98.74,2.3122657024518687e-05,,
3809,99.3,1.445166064032418e-05,,
3810,99.47,1.1561328512259344e-05,,
3811,98.35,3.323881947274562e-05,,
3812,21.6,0.7745887779964795,天空开始娈得混浊,The sky is starting to get messy.
3813,98.51,0.005605799162381749,天空开始娈得混浊,The sky is starting to get messy.
3814,99.58,0.0013093204540133708,天空开始变得混浊,The sky is starting to get messy.
3815,99.61,0.0013642367644466026,天空开始娈得混浊,The sky is starting to get messy.
3816,99.97,1.1561328512259344e-05,天空开始娈得混浊,The sky is starting to get messy.
3817,99.93,2.3122657024518687e-05,天空开始娈得混浊,The sky is starting to get messy.
3818,99.97,1.3006494576291761e-05,天空开始娈得混浊,The sky is starting to get messy.
3819,99.99,5.780664256129672e-06,天空开始娈得混浊,The sky is starting to get messy.
3820,99.94,2.0232324896453855e-05,天空开始娈得混浊,The sky is starting to get messy.
3821,99.93,1.5896826704356598e-05,天空开始娈得混浊,The sky is starting to get messy.
3822,99.93,1.0116162448226928e-05,天空开始娈得混浊,The sky is starting to get messy.
3823,99.95,2.4567823088551106e-05,天空开始娈得混浊,The sky is starting to get messy.
3824,99.98,2.0232324896453855e-05,天空开始娈得混浊,The sky is starting to get messy.
3825,99.97,3.1793653408713196e-05,天空开始娈得混浊,The sky is starting to get messy.
3826,99.88,6.214214075339397e-05,天空开始娈得混浊,The sky is starting to get messy.
3827,99.97,3.612915160081045e-05,天空开始娈得混浊,The sky is starting to get messy.
3828,99.98,1.0116162448226928e-05,天空开始娈得混浊,The sky is starting to get messy.
3829,99.94,1.5896826704356598e-05,天空开始娈得混浊,The sky is starting to get messy.
3830,99.99,7.22583032016209e-06,天空开始娈得混浊,The sky is starting to get messy.
3831,99.98,7.22583032016209e-06,天空开始娈得混浊,The sky is starting to get messy.
3832,99.97,1.3006494576291761e-05,天空开始娈得混浊,The sky is starting to get messy.
3833,99.99,4.335498192097253e-06,天空开始娈得混浊,The sky is starting to get messy.
3834,100.0,1.445166064032418e-06,天空开始娈得混浊,The sky is starting to get messy.
3835,99.94,5.780664256129672e-06,天空开始娈得混浊,The sky is starting to get messy.
3836,100.0,1.445166064032418e-06,天空开始娈得混浊,The sky is starting to get messy.
3837,100.0,2.890332128064836e-06,天空开始娈得混浊,The sky is starting to get messy.
3838,99.99,8.670996384194507e-06,天空开始娈得混浊,The sky is starting to get messy.
3839,100.0,2.890332128064836e-06,天空开始娈得混浊,The sky is starting to get messy.
3840,99.99,7.22583032016209e-06,天空开始娈得混浊,The sky is starting to get messy.
3841,99.85,2.0232324896453855e-05,天空开始娈得混浊,The sky is starting to get messy.
3842,99.99,5.780664256129672e-06,天空开始娈得混浊,The sky is starting to get messy.
3843,99.99,5.780664256129672e-06,天空开始娈得混浊,The sky is starting to get messy.
3844,99.98,1.0116162448226928e-05,天空开始娈得混浊,The sky is starting to get messy.
3845,99.98,1.1561328512259344e-05,天空开始娈得混浊,The sky is starting to get messy.
3846,99.98,5.780664256129672e-06,天空开始娈得混浊,The sky is starting to get messy.
3847,99.95,2.0232324896453855e-05,天空开始娈得混浊,The sky is starting to get messy.
3848,99.99,1.8787158832421433e-05,天空开始娈得混浊,The sky is starting to get messy.
3849,99.95,6.936797107355605e-05,天空开始娈得混浊,The sky is starting to get messy.
3850,99.95,1.5896826704356598e-05,天空开始娈得混浊,The sky is starting to get messy.
3851,99.99,5.780664256129672e-06,天空开始娈得混浊,The sky is starting to get messy.
3852,99.95,1.445166064032418e-05,天空开始娈得混浊,The sky is starting to get messy.
3853,99.99,1.3006494576291761e-05,天空开始娈得混浊,The sky is starting to get messy.
3854,99.97,5.491631043323188e-05,天空开始娈得混浊,The sky is starting to get messy.
3855,99.96,3.0348487344680776e-05,天空开始娈得混浊,The sky is starting to get messy.
3856,99.98,5.780664256129672e-06,天空开始娈得混浊,The sky is starting to get messy.
3857,99.98,2.890332128064836e-06,天空开始娈得混浊,The sky is starting to get messy.
3858,98.77,0.004896222624941832,天空开始变得混浊,The sky is starting to get messy.
3859,21.2,0.7851081417765715,,
3860,99.37,1.445166064032418e-05,,
3861,99.18,1.7341992768389014e-05,,
3862,99.3,1.5896826704356598e-05,,
3863,99.33,1.3006494576291761e-05,,
3864,98.44,3.0348487344680776e-05,,
3865,99.16,1.5896826704356598e-05,,
3866,98.86,2.0232324896453855e-05,,
3867,98.9,2.1677490960486268e-05,,
3868,99.2,1.5896826704356598e-05,,
3869,98.52,2.4567823088551106e-05,,
3870,98.07,3.323881947274562e-05,,
3871,97.85,3.7574317664842866e-05,,
3872,99.4,1.3006494576291761e-05,,
3873,99.19,1.8787158832421433e-05,,
3874,98.57,2.6012989152583522e-05,,
3875,99.29,1.445166064032418e-05,,
3876,99.21,1.8787158832421433e-05,,
3877,98.45,2.6012989152583522e-05,,
3878,98.93,1.8787158832421433e-05,,
3879,99.25,1.5896826704356598e-05,,
3880,98.83,2.1677490960486268e-05,,
3881,21.98,0.7729167208603941,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3882,98.72,0.0044540018093479124,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3883,99.96,4.335498192097253e-06,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3884,99.97,1.445166064032418e-05,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3885,99.94,1.7341992768389014e-05,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3886,99.94,1.445166064032418e-05,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3887,99.98,1.0116162448226928e-05,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3888,99.92,1.7341992768389014e-05,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3889,100.0,1.3006494576291761e-05,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3890,99.99,7.22583032016209e-06,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3891,99.96,1.0116162448226928e-05,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3892,99.97,7.22583032016209e-06,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3893,99.99,2.890332128064836e-06,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3894,99.96,4.335498192097253e-06,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3895,99.99,4.335498192097253e-06,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3896,99.98,7.22583032016209e-06,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3897,99.97,8.670996384194507e-06,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3898,99.99,7.22583032016209e-06,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3899,99.99,1.0116162448226928e-05,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3900,99.98,1.1561328512259344e-05,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3901,99.96,8.670996384194507e-06,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3902,99.97,1.0116162448226928e-05,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3903,99.98,1.0116162448226928e-05,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3904,99.81,0.00034394952323971547,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3905,99.64,0.00021388457747679787,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3906,99.89,0.00022544590598905722,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3907,99.98,2.890332128064836e-06,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3908,99.95,5.780664256129672e-06,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3909,99.99,2.890332128064836e-06,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3910,99.99,4.335498192097253e-06,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3911,99.92,8.670996384194507e-06,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3912,99.96,2.890332128064836e-06,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3913,99.99,2.890332128064836e-06,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3914,99.98,7.22583032016209e-06,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3915,100.0,2.890332128064836e-06,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3916,99.11,0.0012081588295311013,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3917,99.99,5.780664256129672e-06,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3918,99.99,7.22583032016209e-06,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3919,99.99,7.22583032016209e-06,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3920,99.98,4.6245314049037374e-05,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3921,99.96,4.76904801130698e-05,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3922,99.96,7.22583032016209e-06,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3923,99.98,7.22583032016209e-06,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3924,99.93,8.670996384194507e-06,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3925,99.99,7.22583032016209e-06,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3926,99.97,7.22583032016209e-06,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3927,99.92,1.8787158832421433e-05,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3928,99.97,8.670996384194507e-06,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3929,99.95,1.0116162448226928e-05,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3930,99.95,8.670996384194507e-06,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3931,99.77,2.3122657024518687e-05,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3932,99.9,1.5896826704356598e-05,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3933,99.94,5.780664256129672e-06,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3934,99.94,1.0116162448226928e-05,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3935,99.93,8.670996384194507e-06,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3936,99.98,5.780664256129672e-06,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3937,99.92,1.0116162448226928e-05,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3938,99.93,7.22583032016209e-06,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3939,99.98,2.890332128064836e-06,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3940,99.93,7.22583032016209e-06,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3941,99.94,4.335498192097253e-06,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3942,99.98,2.890332128064836e-06,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3943,99.96,5.780664256129672e-06,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3944,99.94,7.22583032016209e-06,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3945,99.95,1.445166064032418e-05,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3946,99.81,2.3122657024518687e-05,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3947,99.97,7.22583032016209e-06,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3948,99.97,8.670996384194507e-06,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3949,99.99,7.22583032016209e-06,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3950,99.98,4.335498192097253e-06,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3951,99.98,4.335498192097253e-06,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3952,100.0,2.890332128064836e-06,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3953,98.97,0.0044612276396680745,巨大的气旋在不断吞噬能晕,Huge cyclones are swallowing and fainting.
3954,21.43,0.7862093583173643,,
3955,99.25,1.3006494576291761e-05,,
3956,99.5,1.0116162448226928e-05,,
3957,99.76,5.780664256129672e-06,,
3958,99.43,1.1561328512259344e-05,,
3959,99.63,1.0116162448226928e-05,,
3960,99.79,5.780664256129672e-06,,
3961,98.19,3.323881947274562e-05,,
3962,99.48,1.445166064032418e-05,,
3963,99.92,4.335498192097253e-06,,
3964,99.24,1.8787158832421433e-05,,
3965,99.82,5.780664256129672e-06,,
3966,99.9,4.335498192097253e-06,,
3967,99.58,1.1561328512259344e-05,,
3968,99.91,2.890332128064836e-06,,
3969,99.82,5.780664256129672e-06,,
3970,98.49,3.0348487344680776e-05,,
3971,99.59,8.670996384194507e-06,,
3972,99.67,7.22583032016209e-06,,
3973,98.8,2.3122657024518687e-05,,
3974,99.74,5.780664256129672e-06,,
3975,99.76,5.780664256129672e-06,,
3976,98.97,2.3122657024518687e-05,,
3977,99.81,4.335498192097253e-06,,
3978,99.95,2.890332128064836e-06,,
3979,99.65,8.670996384194507e-06,,
3980,99.93,2.890332128064836e-06,,
3981,99.95,2.890332128064836e-06,,
3982,98.67,2.1677490960486268e-05,,
3983,99.56,8.670996384194507e-06,,
3984,99.04,1.5896826704356598e-05,,
3985,98.58,2.745815521661594e-05,,
3986,99.79,5.780664256129672e-06,,
3987,99.83,4.335498192097253e-06,,
3988,99.41,1.3006494576291761e-05,,
3989,99.88,2.890332128064836e-06,,
3990,99.85,2.890332128064836e-06,,
3991,98.28,3.323881947274562e-05,,
3992,99.58,8.670996384194507e-06,,
3993,99.6,8.670996384194507e-06,,
3994,98.56,2.6012989152583522e-05,,
3995,99.23,1.445166064032418e-05,,
3996,99.9,2.890332128064836e-06,,
3997,99.2,1.7341992768389014e-05,,
3998,99.63,8.670996384194507e-06,,
3999,99.91,2.890332128064836e-06,,
4000,99.59,1.0116162448226928e-05,,
4001,99.89,4.335498192097253e-06,,
4002,99.89,4.335498192097253e-06,,
4003,99.37,1.445166064032418e-05,,
4004,99.73,5.780664256129672e-06,,
4005,31.18,0.6511846026226874,黑暗之下,In the dark.
4006,98.04,0.005305204621063007,黑暗之下,In the dark.
4007,99.99,2.890332128064836e-06,黑暗之下,In the dark.
4008,99.99,4.335498192097253e-06,黑暗之下,In the dark.
4009,99.97,7.22583032016209e-06,黑暗之下,In the dark.
4010,99.98,7.22583032016209e-06,黑暗之下,In the dark.
4011,99.99,2.890332128064836e-06,黑暗之下,In the dark.
4012,99.95,7.22583032016209e-06,黑暗之下,In the dark.
4013,99.99,2.890332128064836e-06,黑暗之下,In the dark.
4014,99.99,1.0116162448226928e-05,黑暗之下,In the dark.
4015,99.94,1.445166064032418e-05,黑暗之下,In the dark.
4016,99.97,4.335498192097253e-06,黑暗之下,In the dark.
4017,99.98,4.335498192097253e-06,黑暗之下,In the dark.
4018,99.93,7.22583032016209e-06,黑暗之下,In the dark.
4019,99.99,4.335498192097253e-06,黑暗之下,In the dark.
4020,99.99,1.0116162448226928e-05,黑暗之下,In the dark.
4021,99.86,1.3006494576291761e-05,黑暗之下,In the dark.
4022,100.0,8.670996384194507e-06,黑暗之下,In the dark.
4023,100.0,2.890332128064836e-06,黑暗之下,In the dark.
4024,99.96,7.22583032016209e-06,黑暗之下,In the dark.
4025,99.99,2.890332128064836e-06,黑暗之下,In the dark.
4026,100.0,1.445166064032418e-06,黑暗之下,In the dark.
4027,99.97,2.890332128064836e-06,黑暗之下,In the dark.
4028,99.99,2.890332128064836e-06,黑暗之下,In the dark.
4029,99.99,2.890332128064836e-06,黑暗之下,In the dark.
4030,99.89,7.22583032016209e-06,黑暗之下,In the dark.
4031,99.99,2.890332128064836e-06,黑暗之下,In the dark.
4032,98.03,0.006918009948523185,黑暗之下,In the dark.
4033,30.08,0.6683589561276486,,
4034,99.68,5.780664256129672e-06,,
4035,99.8,5.780664256129672e-06,,
4036,99.01,2.3122657024518687e-05,,
4037,99.42,1.445166064032418e-05,,
4038,99.83,5.780664256129672e-06,,
4039,99.24,1.5896826704356598e-05,,
4040,99.63,8.670996384194507e-06,,
4041,99.26,2.1677490960486268e-05,,
4042,99.07,1.7341992768389014e-05,,
4043,99.27,1.7341992768389014e-05,,
4044,99.67,8.670996384194507e-06,,
4045,99.56,1.0116162448226928e-05,,
4046,99.5,1.3006494576291761e-05,,
4047,99.87,5.780664256129672e-06,,
4048,99.77,7.22583032016209e-06,,
4049,99.69,1.0116162448226928e-05,,
4050,99.79,7.22583032016209e-06,,
4051,97.52,4.76904801130698e-05,,
4052,99.26,1.5896826704356598e-05,,
4053,99.68,1.0116162448226928e-05,,
4054,99.35,1.1561328512259344e-05,,
4055,21.57,0.7850156511484735,天空开始萎缩,The sky began to shrink.
4056,98.02,0.0062098785771473,天空开始萎缩,The sky began to shrink.
4057,99.98,2.1677490960486268e-05,天空开始萎缩,The sky began to shrink.
